net,length_um
u_core.u_dmem.ram\[38\]\[26\],9.94µm
u_core.u_dmem.ram\[40\]\[25\],9.94µm
u_core.u_dmem.ram\[41\]\[1\],9.94µm
u_core.u_dmem.ram\[48\]\[21\],9.94µm
u_core.u_dmem.ram\[48\]\[9\],9.94µm
u_core.u_dmem.ram\[49\]\[0\],9.94µm
u_core.u_dmem.ram\[50\]\[9\],9.94µm
u_core.u_dmem.ram\[51\]\[15\],9.94µm
u_core.u_dmem.ram\[53\]\[7\],9.94µm
u_core.u_dmem.ram\[60\]\[11\],9.94µm
net3054,9.94µm
net3473,9.94µm
net3854,9.94µm
net5360,9.94µm
_03513_,9.92µm
_05130_,9.92µm
_06931_,9.92µm
_07239_,9.92µm
_01066_,9.915µm
_00476_,9.905µm
_00562_,9.905µm
_00787_,9.905µm
_02114_,9.905µm
_05429_,9.9µm
_05677_,9.9µm
_06491_,9.9µm
_06916_,9.9µm
_07051_,9.9µm
_07465_,9.9µm
_08024_,9.9µm
_08681_,9.9µm
_08781_,9.9µm
u_core.u_dmem.ram\[16\]\[22\],9.9µm
u_core.u_dmem.ram\[19\]\[3\],9.9µm
u_core.u_dmem.ram\[29\]\[31\],9.9µm
u_core.u_dmem.ram\[31\]\[10\],9.9µm
u_core.u_dmem.ram\[31\]\[6\],9.9µm
u_core.u_dmem.ram\[33\]\[24\],9.9µm
u_core.u_dmem.ram\[41\]\[23\],9.9µm
u_core.u_dmem.ram\[42\]\[20\],9.9µm
u_core.u_dmem.ram\[50\]\[27\],9.9µm
u_core.u_dmem.ram\[55\]\[19\],9.9µm
_08316_,9.885µm
_08856_,9.885µm
_03735_,9.88µm
_05199_,9.88µm
u_core.u_dmem.ram\[11\]\[15\],9.88µm
net2644,9.88µm
_04722_,9.875µm
_05012_,9.875µm
_05591_,9.87µm
_00288_,9.865µm
_01194_,9.865µm
_02722_,9.865µm
_07365_,9.865µm
_03800_,9.86µm
_03855_,9.86µm
_05598_,9.86µm
_06075_,9.86µm
_06266_,9.86µm
_07385_,9.86µm
_07523_,9.86µm
_07682_,9.86µm
net2632,9.86µm
net2710,9.86µm
net3176,9.86µm
net3531,9.86µm
net3614,9.86µm
net3619,9.86µm
net4057,9.86µm
net4115,9.86µm
net4671,9.86µm
net4904,9.86µm
net5331,9.86µm
_05145_,9.845µm
_04383_,9.84µm
u_core.u_dmem.ram\[53\]\[11\],9.84µm
net3568,9.84µm
_00016_,9.835µm
u_core.u_dmem.ram\[14\]\[22\],9.83µm
_01861_,9.825µm
_01900_,9.825µm
_02065_,9.825µm
_02116_,9.825µm
_02471_,9.825µm
_03057_,9.825µm
_04076_,9.82µm
_04188_,9.82µm
_05347_,9.82µm
_05665_,9.82µm
_05909_,9.82µm
_06040_,9.82µm
_06366_,9.82µm
_06477_,9.82µm
_06757_,9.82µm
_08251_,9.82µm
_08594_,9.82µm
_09182_,9.82µm
u_core.u_dmem.ram\[14\]\[25\],9.82µm
u_core.u_dmem.ram\[22\]\[24\],9.82µm
u_core.u_dmem.ram\[35\]\[12\],9.82µm
u_core.u_dmem.ram\[41\]\[0\],9.82µm
u_core.u_dmem.ram\[48\]\[6\],9.82µm
u_core.u_dmem.ram\[63\]\[19\],9.82µm
net1197,9.82µm
net2984,9.82µm
net3153,9.82µm
net3155,9.82µm
net3281,9.82µm
net3320,9.82µm
net3323,9.82µm
net3399,9.82µm
net3493,9.82µm
net4440,9.82µm
net4958,9.82µm
net5070,9.82µm
net5215,9.82µm
net5248,9.82µm
_05122_,9.8µm
_06456_,9.8µm
u_core.u_dmem.ram\[11\]\[6\],9.8µm
u_core.u_dmem.ram\[44\]\[4\],9.8µm
_01193_,9.785µm
_01446_,9.785µm
_03404_,9.78µm
_03675_,9.78µm
_05978_,9.78µm
_06692_,9.78µm
_06933_,9.78µm
_06981_,9.78µm
_07269_,9.78µm
_08217_,9.78µm
_08253_,9.78µm
u_core.u_dmem.ram\[23\]\[0\],9.78µm
u_core.u_dmem.ram\[59\]\[29\],9.78µm
u_core.u_dmem.ram\[41\]\[15\],9.77µm
_02460_,9.765µm
_05360_,9.76µm
_06964_,9.76µm
u_core.u_dmem.ram\[24\]\[25\],9.76µm
net3372,9.76µm
net3388,9.76µm
net3560,9.76µm
net3910,9.76µm
net4709,9.76µm
net5497,9.76µm
_02861_,9.755µm
_01557_,9.74µm
_04930_,9.74µm
_05785_,9.74µm
u_core.u_dmem.ram\[24\]\[7\],9.74µm
u_core.u_dmem.ram\[40\]\[19\],9.74µm
u_core.u_dmem.ram\[59\]\[15\],9.74µm
net2151,9.74µm
net2520,9.74µm
net2554,9.74µm
net3521,9.74µm
net3794,9.74µm
net4775,9.74µm
net5170,9.74µm
_01072_,9.735µm
_08297_,9.735µm
u_core.u_dmem.ram\[22\]\[17\],9.73µm
u_core.u_dmem.ram\[27\]\[26\],9.73µm
u_core.u_dmem.ram\[63\]\[22\],9.73µm
_00413_,9.72µm
_02486_,9.72µm
u_core.u_dmem.ram\[51\]\[10\],9.72µm
net2785,9.72µm
net2827,9.72µm
net3030,9.72µm
net3051,9.72µm
net3075,9.72µm
net3091,9.72µm
net3226,9.72µm
net3360,9.72µm
net3447,9.72µm
net3470,9.72µm
net4242,9.72µm
net4406,9.72µm
net4438,9.72µm
net4502,9.72µm
net4604,9.72µm
net5351,9.72µm
net5479,9.72µm
u_core.u_dmem.ram\[34\]\[11\],9.715µm
_00506_,9.705µm
_04185_,9.7µm
_04865_,9.7µm
_05680_,9.7µm
_06100_,9.7µm
_06824_,9.7µm
_07652_,9.7µm
_07960_,9.7µm
_08544_,9.7µm
u_core.u_dmem.ram\[11\]\[27\],9.7µm
u_core.u_dmem.ram\[15\]\[31\],9.7µm
u_core.u_dmem.ram\[29\]\[8\],9.7µm
u_core.u_dmem.ram\[30\]\[26\],9.7µm
u_core.u_dmem.ram\[45\]\[30\],9.7µm
net3573,9.7µm
net3798,9.7µm
net5093,9.7µm
net5342,9.7µm
_03886_,9.68µm
_04389_,9.68µm
_05488_,9.68µm
u_core.u_dmem.ram\[20\]\[31\],9.68µm
net3612,9.68µm
_03793_,9.66µm
_03964_,9.66µm
_04018_,9.66µm
_06169_,9.66µm
_08653_,9.66µm
u_core.u_dmem.ram\[16\]\[28\],9.66µm
u_core.u_dmem.ram\[25\]\[25\],9.66µm
u_core.u_dmem.ram\[25\]\[29\],9.66µm
u_core.u_dmem.ram\[26\]\[14\],9.66µm
u_core.u_dmem.ram\[32\]\[18\],9.66µm
u_core.u_dmem.ram\[35\]\[17\],9.66µm
u_core.u_dmem.ram\[40\]\[16\],9.66µm
u_core.u_dmem.ram\[55\]\[18\],9.66µm
net2672,9.66µm
net2768,9.66µm
net2954,9.66µm
net3028,9.66µm
net3138,9.66µm
net3588,9.66µm
net3719,9.66µm
net3856,9.66µm
net3939,9.66µm
net4146,9.66µm
net4212,9.66µm
net4673,9.66µm
net4723,9.66µm
net4779,9.66µm
net4831,9.66µm
net5217,9.66µm
net5276,9.66µm
net5277,9.66µm
net5382,9.66µm
net5420,9.66µm
u_core.u_dmem.ram\[58\]\[14\],9.655µm
_00417_,9.645µm
_03497_,9.64µm
_06336_,9.64µm
_06436_,9.64µm
_06547_,9.64µm
_07505_,9.64µm
_08756_,9.64µm
u_core.u_dmem.ram\[43\]\[8\],9.64µm
net2671,9.64µm
net3757,9.64µm
net3882,9.64µm
net4553,9.64µm
net4847,9.64µm
u_core.u_dmem.ram\[61\]\[26\],9.63µm
_00481_,9.62µm
_05097_,9.62µm
_06179_,9.62µm
_08258_,9.62µm
_08476_,9.62µm
u_core.u_dmem.ram\[42\]\[4\],9.62µm
net2812,9.62µm
net4632,9.62µm
net4826,9.62µm
_00082_,9.605µm
_00950_,9.605µm
_01430_,9.605µm
_01528_,9.605µm
_02694_,9.605µm
_03573_,9.6µm
_06618_,9.6µm
_07134_,9.6µm
_07799_,9.6µm
_08011_,9.6µm
net2542,9.6µm
net2898,9.6µm
_00735_,9.585µm
_01494_,9.585µm
_06377_,9.58µm
_06630_,9.58µm
u_core.u_dmem.ram\[20\]\[16\],9.58µm
u_core.u_dmem.ram\[20\]\[26\],9.58µm
u_core.u_dmem.ram\[42\]\[13\],9.58µm
u_core.u_dmem.ram\[47\]\[1\],9.58µm
u_core.u_dmem.ram\[58\]\[7\],9.58µm
u_core.u_dmem.ram\[62\]\[4\],9.58µm
u_core.u_dmem.ram\[9\]\[26\],9.58µm
_00762_,9.565µm
_02178_,9.565µm
_06232_,9.56µm
_07589_,9.56µm
_07712_,9.56µm
_08677_,9.56µm
u_core.u_dmem.ram\[45\]\[16\],9.56µm
net979,9.56µm
net5557,9.56µm
_08887_,9.55µm
_04365_,9.54µm
_04644_,9.54µm
_05614_,9.54µm
_05994_,9.54µm
_06706_,9.54µm
_06829_,9.54µm
_07827_,9.54µm
_08678_,9.54µm
u_core.u_dmem.ram\[58\]\[13\],9.54µm
u_core.u_dmem.ram\[60\]\[29\],9.54µm
net4503,9.54µm
_03635_,9.53µm
net2535,9.53µm
_01033_,9.525µm
_04710_,9.52µm
_05513_,9.52µm
_06460_,9.52µm
_08296_,9.52µm
_08384_,9.52µm
u_core.u_dmem.ram\[8\]\[10\],9.52µm
net3535,9.52µm
net3792,9.52µm
net5465,9.52µm
net5573,9.52µm
_00061_,9.505µm
_06652_,9.5µm
_07880_,9.5µm
_08994_,9.5µm
u_core.u_dmem.ram\[10\]\[14\],9.5µm
net2908,9.5µm
net4906,9.5µm
_02456_,9.485µm
_02944_,9.485µm
_05539_,9.48µm
_06068_,9.48µm
_06302_,9.48µm
_07223_,9.48µm
_07824_,9.48µm
_08501_,9.48µm
_08998_,9.48µm
u_core.u_dmem.ram\[16\]\[4\],9.48µm
u_core.u_dmem.ram\[27\]\[7\],9.48µm
u_core.u_dmem.ram\[29\]\[7\],9.48µm
u_core.u_dmem.ram\[32\]\[2\],9.48µm
u_core.u_dmem.ram\[40\]\[20\],9.48µm
u_core.u_dmem.ram\[45\]\[21\],9.48µm
u_core.u_dmem.ram\[50\]\[26\],9.48µm
u_core.u_dmem.ram\[56\]\[3\],9.48µm
net2849,9.48µm
_00914_,9.465µm
_04353_,9.46µm
_04392_,9.46µm
_04587_,9.46µm
_05025_,9.46µm
_06538_,9.46µm
_08964_,9.46µm
net3778,9.46µm
_07257_,9.455µm
_00318_,9.445µm
_00434_,9.445µm
_00639_,9.445µm
_01560_,9.445µm
_01826_,9.445µm
_03555_,9.44µm
_05309_,9.44µm
_08159_,9.44µm
_08191_,9.44µm
_08690_,9.44µm
_08958_,9.44µm
u_core.u_dmem.ram\[0\]\[18\],9.44µm
u_core.u_dmem.ram\[11\]\[11\],9.44µm
u_core.u_dmem.ram\[15\]\[0\],9.44µm
u_core.u_dmem.ram\[28\]\[7\],9.44µm
u_core.u_dmem.ram\[30\]\[5\],9.44µm
u_core.u_dmem.ram\[41\]\[11\],9.44µm
u_core.u_dmem.ram\[47\]\[13\],9.44µm
u_core.u_dmem.ram\[49\]\[3\],9.44µm
u_core.u_dmem.ram\[52\]\[29\],9.44µm
u_core.u_dmem.ram\[62\]\[10\],9.44µm
net1996,9.44µm
_06430_,9.435µm
_08943_,9.43µm
_02882_,9.425µm
_06273_,9.42µm
_07809_,9.42µm
net916,9.42µm
u_core.u_dmem.ram\[22\]\[29\],9.41µm
_01618_,9.405µm
_02654_,9.405µm
_03940_,9.4µm
_05027_,9.4µm
_05146_,9.4µm
_05538_,9.4µm
_07956_,9.4µm
_09090_,9.4µm
u_core.u_dmem.ram\[29\]\[26\],9.4µm
net2676,9.4µm
net2956,9.4µm
net3082,9.4µm
net3095,9.4µm
net3108,9.4µm
net3713,9.4µm
net4483,9.4µm
net4597,9.4µm
net4668,9.4µm
net4726,9.4µm
net4866,9.4µm
net4885,9.4µm
net5095,9.4µm
net5139,9.4µm
net5150,9.4µm
net5268,9.4µm
net5395,9.4µm
net5551,9.4µm
_02885_,9.385µm
_06395_,9.38µm
_07987_,9.38µm
_08021_,9.38µm
u_core.u_dmem.ram\[24\]\[11\],9.38µm
_00354_,9.365µm
_01255_,9.365µm
_01705_,9.365µm
_02804_,9.365µm
u_core.u_dmem.ram\[28\]\[28\],9.365µm
u_core.u_dmem.ram\[43\]\[17\],9.365µm
_01276_,9.36µm
_01683_,9.36µm
_04001_,9.36µm
_04478_,9.36µm
_04952_,9.36µm
_05418_,9.36µm
_05920_,9.36µm
_07044_,9.36µm
_07059_,9.36µm
_07898_,9.36µm
_07901_,9.36µm
_07926_,9.36µm
_08573_,9.36µm
_08579_,9.36µm
_08665_,9.36µm
u_core.u_dmem.ram\[18\]\[8\],9.36µm
u_core.u_dmem.ram\[29\]\[22\],9.36µm
u_core.u_dmem.ram\[39\]\[29\],9.36µm
u_core.u_dmem.ram\[48\]\[5\],9.36µm
u_core.u_dmem.ram\[5\]\[15\],9.36µm
u_core.u_dmem.ram\[61\]\[6\],9.36µm
net1475,9.36µm
net3013,9.36µm
net3283,9.36µm
net3371,9.36µm
net3405,9.36µm
net3616,9.36µm
net3890,9.36µm
net4991,9.36µm
net5109,9.36µm
_04222_,9.34µm
_06512_,9.34µm
u_core.u_dmem.ram\[12\]\[6\],9.34µm
u_core.u_dmem.ram\[13\]\[18\],9.34µm
_05817_,9.335µm
_03925_,9.32µm
_04752_,9.32µm
_06019_,9.32µm
_06400_,9.32µm
_06870_,9.32µm
_07041_,9.32µm
_07079_,9.32µm
_07360_,9.32µm
_07503_,9.32µm
_08428_,9.32µm
_08774_,9.32µm
u_core.u_dmem.ram\[23\]\[16\],9.32µm
u_core.u_dmem.ram\[8\]\[16\],9.32µm
net3976,9.32µm
_01060_,9.315µm
_06205_,9.3µm
_06874_,9.3µm
_08492_,9.3µm
net2712,9.3µm
net2775,9.3µm
net3103,9.3µm
net3264,9.3µm
net3490,9.3µm
net3696,9.3µm
net3759,9.3µm
net4003,9.3µm
net4645,9.3µm
net5141,9.3µm
net5261,9.3µm
net5516,9.3µm
_03524_,9.28µm
_03727_,9.28µm
_06627_,9.28µm
_07209_,9.28µm
_07937_,9.28µm
u_core.u_dmem.ram\[12\]\[10\],9.28µm
u_core.u_dmem.ram\[37\]\[14\],9.28µm
u_core.u_dmem.ram\[41\]\[2\],9.28µm
u_core.u_dmem.ram\[42\]\[9\],9.28µm
net2694,9.28µm
net2780,9.28µm
net2957,9.28µm
net3889,9.28µm
net4599,9.28µm
net4623,9.28µm
net4633,9.28µm
net4914,9.28µm
net5384,9.28µm
net5468,9.28µm
_04459_,9.27µm
_02156_,9.265µm
_02584_,9.26µm
_05608_,9.26µm
_05957_,9.26µm
u_core.u_dmem.ram\[23\]\[7\],9.26µm
u_core.u_dmem.ram\[5\]\[13\],9.26µm
net2662,9.26µm
net2895,9.26µm
net3123,9.26µm
net3414,9.26µm
net3457,9.26µm
net3739,9.26µm
net3793,9.26µm
net3992,9.26µm
net4131,9.26µm
net4217,9.26µm
net4656,9.26µm
net5021,9.26µm
net5190,9.26µm
net5489,9.26µm
_00508_,9.245µm
_00522_,9.245µm
_00587_,9.245µm
_02210_,9.245µm
_02931_,9.245µm
_03623_,9.24µm
_03860_,9.24µm
_04761_,9.24µm
_04969_,9.24µm
_06425_,9.24µm
_07038_,9.24µm
_07661_,9.24µm
_07951_,9.24µm
_08624_,9.24µm
_08743_,9.24µm
u_core.u_dmem.ram\[13\]\[5\],9.24µm
u_core.u_dmem.ram\[16\]\[29\],9.24µm
u_core.u_dmem.ram\[24\]\[9\],9.24µm
u_core.u_dmem.ram\[27\]\[6\],9.24µm
u_core.u_dmem.ram\[2\]\[4\],9.24µm
u_core.u_dmem.ram\[37\]\[15\],9.24µm
u_core.u_dmem.ram\[44\]\[24\],9.24µm
u_core.u_dmem.ram\[8\]\[7\],9.24µm
net3474,9.24µm
_00470_,9.225µm
_00897_,9.225µm
_01807_,9.225µm
_02280_,9.225µm
_00478_,9.22µm
_00770_,9.22µm
_01783_,9.22µm
_04454_,9.22µm
_04909_,9.22µm
_06058_,9.22µm
_08171_,9.22µm
u_core.u_dmem.ram\[11\]\[20\],9.22µm
u_core.u_dmem.ram\[15\]\[19\],9.22µm
net2835,9.22µm
net3191,9.22µm
net4514,9.22µm
_04020_,9.2µm
_04494_,9.2µm
_06594_,9.2µm
_08637_,9.2µm
_09032_,9.2µm
u_core.u_dmem.ram\[1\]\[11\],9.2µm
u_core.u_dmem.ram\[1\]\[27\],9.2µm
u_core.u_dmem.ram\[39\]\[28\],9.2µm
u_core.u_dmem.ram\[40\]\[24\],9.2µm
net2573,9.2µm
net2641,9.2µm
net2797,9.2µm
net2807,9.2µm
net2808,9.2µm
net2869,9.2µm
net2878,9.2µm
net2923,9.2µm
net3185,9.2µm
net4722,9.2µm
net5114,9.2µm
net5294,9.2µm
net5519,9.2µm
_02385_,9.195µm
u_core.u_dmem.ram\[17\]\[16\],9.195µm
u_core.u_dmem.ram\[28\]\[3\],9.195µm
_00877_,9.185µm
_01209_,9.185µm
_08553_,9.185µm
_04126_,9.18µm
_04393_,9.18µm
_04398_,9.18µm
_05390_,9.18µm
_06541_,9.18µm
_07722_,9.18µm
net2568,9.18µm
net2660,9.18µm
net2856,9.18µm
net3534,9.18µm
net3726,9.18µm
net3740,9.18µm
net4342,9.18µm
net2537,9.17µm
uo_out[0],9.17µm
_00601_,9.165µm
_01369_,9.16µm
_07053_,9.16µm
u_core.u_dmem.ram\[40\]\[9\],9.16µm
u_core.u_dmem.ram\[47\]\[2\],9.16µm
net3582,9.16µm
net3839,9.16µm
net4382,9.16µm
net5439,9.16µm
net5524,9.16µm
_07105_,9.155µm
_00416_,9.145µm
_00631_,9.145µm
_01232_,9.145µm
_02701_,9.145µm
_02886_,9.145µm
_04472_,9.14µm
_06264_,9.14µm
_08811_,9.14µm
net5322,9.14µm
_00415_,9.125µm
_01649_,9.125µm
u_core.u_dmem.ram\[35\]\[18\],9.125µm
_04927_,9.12µm
_05257_,9.12µm
u_core.u_dmem.ram\[15\]\[28\],9.12µm
u_core.u_dmem.ram\[18\]\[19\],9.12µm
u_core.u_dmem.ram\[19\]\[10\],9.12µm
u_core.u_dmem.ram\[21\]\[0\],9.12µm
u_core.u_dmem.ram\[30\]\[1\],9.12µm
u_core.u_dmem.ram\[30\]\[22\],9.12µm
u_core.u_dmem.ram\[45\]\[29\],9.12µm
u_core.u_dmem.ram\[46\]\[30\],9.12µm
u_core.u_dmem.ram\[1\]\[3\],9.11µm
u_core.u_dmem.ram\[46\]\[12\],9.11µm
_01694_,9.105µm
_00287_,9.1µm
_01569_,9.1µm
_05594_,9.1µm
_07646_,9.1µm
_08682_,9.1µm
u_core.u_dmem.ram\[31\]\[12\],9.1µm
net3174,9.1µm
_03939_,9.08µm
_03956_,9.08µm
_04257_,9.08µm
_04273_,9.08µm
_04745_,9.08µm
_05175_,9.08µm
_05685_,9.08µm
_06135_,9.08µm
_06730_,9.08µm
u_core.u_dmem.ram\[19\]\[15\],9.08µm
u_core.u_dmem.ram\[6\]\[20\],9.08µm
net2454,9.08µm
_02668_,9.075µm
_02941_,9.075µm
_00572_,9.065µm
_03540_,9.06µm
_06244_,9.06µm
_06596_,9.06µm
u_core.u_dmem.ram\[5\]\[17\],9.06µm
net2749,9.06µm
net3558,9.06µm
net3846,9.06µm
net4100,9.06µm
net4404,9.06µm
net5173,9.06µm
net5260,9.06µm
net5319,9.06µm
net5334,9.06µm
net5356,9.06µm
net5448,9.06µm
net5568,9.06µm
_06863_,9.04µm
_08193_,9.04µm
_08424_,9.04µm
_08852_,9.04µm
u_core.u_dmem.ram\[63\]\[13\],9.04µm
net3476,9.04µm
net3870,9.04µm
_06247_,9.03µm
_03787_,9.02µm
_04090_,9.02µm
_04131_,9.02µm
_05660_,9.02µm
_06751_,9.02µm
_06954_,9.02µm
_07332_,9.02µm
_07423_,9.02µm
_08057_,9.02µm
_08405_,9.02µm
u_core.u_dmem.ram\[16\]\[30\],9.02µm
u_core.u_dmem.ram\[17\]\[24\],9.02µm
u_core.u_dmem.ram\[24\]\[1\],9.02µm
u_core.u_dmem.ram\[27\]\[8\],9.02µm
u_core.u_dmem.ram\[43\]\[15\],9.02µm
u_core.u_dmem.ram\[63\]\[14\],9.02µm
u_core.u_dmem.ram\[8\]\[1\],9.02µm
net3901,9.02µm
net5311,9.02µm
net5495,9.02µm
_00602_,9.005µm
_03453_,9µm
_04841_,9µm
_07922_,9µm
_08250_,9µm
_09076_,9µm
_03658_,8.995µm
_05098_,8.995µm
_01213_,8.985µm
_01533_,8.985µm
_01838_,8.985µm
_02000_,8.985µm
_02119_,8.985µm
_02929_,8.985µm
_03739_,8.98µm
_04384_,8.98µm
_04595_,8.98µm
_05329_,8.98µm
_06819_,8.98µm
u_core.u_dmem.ram\[3\]\[29\],8.98µm
u_core.u_dmem.ram\[42\]\[10\],8.98µm
u_core.u_dmem.ram\[49\]\[22\],8.98µm
u_core.u_dmem.ram\[51\]\[1\],8.98µm
u_core.u_dmem.ram\[48\]\[17\],8.975µm
_01600_,8.96µm
_05640_,8.96µm
_05945_,8.96µm
_07012_,8.96µm
_07489_,8.96µm
_07519_,8.96µm
_08411_,8.96µm
_08687_,8.96µm
_01047_,8.955µm
_00681_,8.945µm
_01450_,8.94µm
_03380_,8.94µm
_03711_,8.94µm
_03788_,8.94µm
_04176_,8.94µm
_06489_,8.94µm
_07711_,8.94µm
_08315_,8.94µm
_08898_,8.94µm
u_core.u_dmem.ram\[40\]\[27\],8.94µm
u_core.u_dmem.ram\[52\]\[27\],8.94µm
net2547,8.94µm
net2553,8.94µm
net2631,8.94µm
net2666,8.94µm
net2758,8.94µm
net2766,8.94µm
net2860,8.94µm
net2893,8.94µm
net2940,8.94µm
net3194,8.94µm
net3197,8.94µm
net3228,8.94µm
net3277,8.94µm
net3282,8.94µm
net3337,8.94µm
net3411,8.94µm
net3420,8.94µm
net3499,8.94µm
net3575,8.94µm
net3576,8.94µm
net3633,8.94µm
net3679,8.94µm
net3729,8.94µm
net3786,8.94µm
net3958,8.94µm
net4049,8.94µm
net4155,8.94µm
net4580,8.94µm
net4643,8.94µm
net4842,8.94µm
net4888,8.94µm
net4901,8.94µm
net4928,8.94µm
net4930,8.94µm
net4952,8.94µm
net4993,8.94µm
net5000,8.94µm
net5003,8.94µm
net5101,8.94µm
net5187,8.94µm
net5408,8.94µm
net5563,8.94µm
_00635_,8.925µm
_07011_,8.925µm
u_core.u_dmem.ram\[15\]\[26\],8.92µm
_00033_,8.905µm
_01004_,8.905µm
_01648_,8.905µm
_01680_,8.905µm
_02124_,8.905µm
_02467_,8.905µm
_05874_,8.9µm
_06368_,8.9µm
_06371_,8.9µm
_06675_,8.9µm
_07756_,8.9µm
_07765_,8.9µm
_08879_,8.9µm
u_core.u_dmem.ram\[29\]\[4\],8.9µm
u_core.u_dmem.ram\[32\]\[19\],8.9µm
u_core.u_dmem.ram\[44\]\[20\],8.9µm
u_core.u_dmem.ram\[46\]\[24\],8.9µm
u_core.u_regfile.regs\[14\]\[26\],8.9µm
net2886,8.9µm
net2995,8.9µm
net3004,8.9µm
net3710,8.9µm
net3883,8.9µm
net5182,8.9µm
net5508,8.9µm
net632,8.895µm
_01394_,8.88µm
_05330_,8.88µm
_05653_,8.88µm
_08226_,8.88µm
_08543_,8.88µm
u_core.u_dmem.ram\[14\]\[4\],8.88µm
u_core.u_dmem.ram\[45\]\[7\],8.88µm
u_core.u_dmem.ram\[4\]\[29\],8.88µm
u_core.u_dmem.ram\[56\]\[29\],8.88µm
u_core.u_dmem.ram\[60\]\[30\],8.88µm
u_core.u_dmem.ram\[8\]\[15\],8.88µm
_01531_,8.865µm
_06771_,8.865µm
_03427_,8.86µm
_04603_,8.86µm
_05023_,8.86µm
_05572_,8.86µm
_06141_,8.86µm
_06326_,8.86µm
_06398_,8.86µm
_06587_,8.86µm
_06655_,8.86µm
_07164_,8.86µm
_08141_,8.86µm
_08352_,8.86µm
_08382_,8.86µm
_08486_,8.86µm
_08617_,8.86µm
_08813_,8.86µm
u_core.u_dmem.ram\[26\]\[22\],8.86µm
net3610,8.86µm
_02018_,8.855µm
u_core.u_dmem.ram\[9\]\[0\],8.85µm
_04658_,8.84µm
_06562_,8.84µm
net2578,8.84µm
net2703,8.84µm
net2786,8.84µm
net3079,8.84µm
net3105,8.84µm
net3602,8.84µm
net3720,8.84µm
net3807,8.84µm
net4078,8.84µm
net4427,8.84µm
net4519,8.84µm
net4543,8.84µm
net4751,8.84µm
net4926,8.84µm
net5202,8.84µm
net5297,8.84µm
_00834_,8.83µm
_04181_,8.82µm
_07116_,8.82µm
_08235_,8.82µm
u_core.u_dmem.ram\[42\]\[2\],8.82µm
u_core.u_dmem.ram\[51\]\[27\],8.82µm
u_core.u_dmem.ram\[52\]\[26\],8.82µm
u_core.u_dmem.ram\[54\]\[17\],8.82µm
u_core.u_dmem.ram\[59\]\[9\],8.82µm
net2546,8.82µm
net3491,8.82µm
net3538,8.82µm
net4099,8.82µm
net4685,8.82µm
net4919,8.82µm
net4949,8.82µm
net5246,8.82µm
net5253,8.82µm
_07372_,8.815µm
_07605_,8.815µm
_06457_,8.8µm
u_core.u_dmem.ram\[17\]\[27\],8.8µm
u_core.u_dmem.ram\[62\]\[30\],8.8µm
net2586,8.8µm
net2620,8.8µm
net2699,8.8µm
net2769,8.8µm
net2847,8.8µm
net2906,8.8µm
net3536,8.8µm
net3727,8.8µm
net3741,8.8µm
net3990,8.8µm
net4129,8.8µm
net4183,8.8µm
net4886,8.8µm
net5052,8.8µm
net5275,8.8µm
net5459,8.8µm
net5558,8.8µm
_00284_,8.785µm
_01530_,8.785µm
_01891_,8.785µm
_01905_,8.785µm
_02592_,8.785µm
_02770_,8.785µm
_03418_,8.78µm
_03586_,8.78µm
_03717_,8.78µm
_06752_,8.78µm
_07368_,8.78µm
_07847_,8.78µm
_09013_,8.78µm
_09047_,8.78µm
u_core.u_dmem.ram\[19\]\[29\],8.78µm
u_core.u_dmem.ram\[24\]\[17\],8.78µm
u_core.u_dmem.ram\[25\]\[16\],8.78µm
u_core.u_dmem.ram\[26\]\[8\],8.78µm
u_core.u_dmem.ram\[29\]\[21\],8.78µm
u_core.u_dmem.ram\[34\]\[29\],8.78µm
u_core.u_dmem.ram\[3\]\[9\],8.78µm
u_core.u_dmem.ram\[46\]\[7\],8.78µm
u_core.u_dmem.ram\[47\]\[0\],8.78µm
u_core.u_dmem.ram\[50\]\[31\],8.78µm
u_core.u_dmem.ram\[55\]\[8\],8.78µm
u_core.u_dmem.ram\[56\]\[2\],8.78µm
u_core.u_dmem.ram\[60\]\[21\],8.78µm
u_core.u_dmem.ram\[6\]\[14\],8.78µm
net3824,8.78µm
_00390_,8.775µm
_00184_,8.765µm
_00429_,8.765µm
_01434_,8.765µm
_02093_,8.765µm
u_core.u_dmem.ram\[46\]\[28\],8.765µm
_01175_,8.76µm
_07707_,8.76µm
u_core.u_dmem.ram\[61\]\[9\],8.76µm
u_core.u_dmem.ram\[63\]\[21\],8.76µm
net3146,8.76µm
net3461,8.76µm
net4387,8.76µm
net4772,8.76µm
_00145_,8.755µm
_04170_,8.74µm
_04476_,8.74µm
_05641_,8.74µm
_06375_,8.74µm
_06717_,8.74µm
_07260_,8.74µm
_07370_,8.74µm
_07417_,8.74µm
_08462_,8.74µm
_08507_,8.74µm
u_core.u_dmem.ram\[13\]\[10\],8.74µm
u_core.u_dmem.ram\[62\]\[31\],8.74µm
net2687,8.74µm
net3022,8.74µm
net3783,8.74µm
net3874,8.74µm
net4288,8.74µm
net4806,8.74µm
u_core.u_dmem.ram\[21\]\[20\],8.73µm
u_core.u_dmem.ram\[33\]\[21\],8.73µm
u_core.u_dmem.ram\[45\]\[18\],8.73µm
_00178_,8.725µm
_01673_,8.725µm
_02700_,8.725µm
